orientation x, orientation y, orientation z, accel x, accel y, accel z
1.7729303, 1.3398114, 0.5683205, -32.226563, 1.4648438, 998.53516
1.7889441, 1.3351221, 0.56745464, -33.203125, 24.414063, 1010.7422
1.8017617, 1.3308433, 0.56544715, -29.785156, -7.3242188, 1001.9531
1.8114775, 1.3321106, 0.56462985, -21.484375, -3.90625, 1032.7148
1.821299, 1.3306351, 0.5572422, -21.484375, 9.765625, 1017.08984
1.8338404, 1.3278967, 0.55866843, -37.109375, 1.4648438, 1010.2539
1.8423245, 1.3282177, 0.5590965, -25.878906, -7.8125, 1019.04297
1.8490356, 1.3274026, 0.55432355, -18.554688, 0.48828125, 1022.9492
1.8594152, 1.3239661, 0.5557403, -21.484375, -0.48828125, 1023.9258
1.8644924, 1.3211304, 0.5554702, -34.179688, 0.48828125, 1023.4375
1.8679665, 1.3196651, 0.55092865, -32.226563, 3.4179688, 1027.832
1.8702455, 1.3206639, 0.5521311, -24.902344, -0.48828125, 1018.5547
1.8729522, 1.3170613, 0.55201674, -24.414063, 7.8125, 1024.4141
1.8737912, 1.3152609, 0.5550144, -24.902344, 3.4179688, 1020.9961
1.8717992, 1.3096428, 0.55279034, -23.925781, 7.3242188, 1031.7383
1.8704164, 1.3060907, 0.5517446, -17.578125, 13.183594, 1012.20703
1.8682504, 1.3044494, 0.5562485, -19.042969, 8.7890625, 1020.5078
1.8632134, 1.2996801, 0.55677414, -11.71875, 14.6484375, 1020.9961
1.8585765, 1.2917067, 0.55894434, -29.785156, 22.460938, 1011.23047
1.855139, 1.2880797, 0.56353724, -26.855469, 16.601563, 1017.5781
1.8510114, 1.2814106, 0.56283975, -26.855469, 18.554688, 1019.53125
1.8466849, 1.278175, 0.5675486, -20.019531, 20.996094, 1018.0664
1.8455055, 1.2724323, 0.5717928, -20.019531, 16.601563, 1021.97266
1.8403563, 1.2696147, 0.57128865, -17.089844, 36.621094, 1022.9492
1.8345635, 1.2677569, 0.5732653, -15.136719, 38.57422, 1017.08984
1.8358308, 1.2600217, 0.5752085, -36.132813, 33.203125, 1017.08984
1.8352507, 1.255623, 0.5820917, -37.597656, 38.085938, 1030.2734
1.829685, 1.2513562, 0.5813922, -27.832031, 38.57422, 1036.1328
1.8291738, 1.2460772, 0.58732194, -39.55078, 47.851563, 1027.832
1.8300794, 1.2409049, 0.59268093, -38.57422, 47.851563, 1027.3438
1.8279645, 1.2357309, 0.59506965, -45.898438, 45.410156, 1026.3672
1.8281606, 1.2360054, 0.6001884, -60.546875, 57.617188, 1026.8555
1.8287795, 1.2324561, 0.6049208, -49.804688, 55.664063, 1043.457
1.8258133, 1.2269516, 0.603799, -47.36328, 75.19531, 1027.3438
1.826542, 1.2239791, 0.60802764, -45.898438, 57.128906, 1035.1563
1.8260078, 1.2219394, 0.6130007, -47.851563, 67.87109, 1036.6211
1.823173, 1.2184839, 0.61251897, -58.10547, 72.265625, 1040.0391
1.8198738, 1.2135876, 0.6132458, -56.152344, 63.476563, 1042.4805
1.8182608, 1.2110354, 0.6189292, -51.26953, 64.94141, 1040.5273
1.8207047, 1.2096074, 0.6205872, -61.035156, 71.28906, 1039.5508
1.8193775, 1.2097629, 0.6238547, -57.617188, 72.265625, 1049.3164
1.8200539, 1.2097132, 0.6178763, -55.664063, 67.87109, 1032.2266
1.8239714, 1.2087076, 0.6194471, -58.59375, 63.964844, 1027.832
1.8250277, 1.2071602, 0.6193452, -49.316406, 60.546875, 1039.5508
1.8238934, 1.2075694, 0.6140924, -40.039063, 67.38281, 1044.9219
1.8221465, 1.206737, 0.60932446, -47.851563, 67.87109, 1032.2266
1.8258885, 1.2063968, 0.6092417, -44.433594, 62.5, 1031.25
1.8291705, 1.2047367, 0.6078392, -38.085938, 74.21875, 1039.0625
1.8289697, 1.2034554, 0.60287666, -33.203125, 59.08203, 1028.3203
1.8322825, 1.2042687, 0.6014129, -53.710938, 58.10547, 1043.457
1.8370155, 1.2037667, 0.5994562, -43.945313, 56.640625, 1036.6211
1.8410832, 1.2023859, 0.5945303, -33.203125, 52.734375, 1020.9961
1.8413947, 1.2022538, 0.589698, -30.761719, 47.851563, 1038.0859
1.8430626, 1.2025955, 0.58723634, -30.761719, 36.621094, 1034.668
1.8476604, 1.2023209, 0.5866187, -26.855469, 50.78125, 1023.9258
1.8530827, 1.2006655, 0.5860793, -32.226563, 43.45703, 1029.2969
1.8565426, 1.202617, 0.58177084, -28.320313, 43.45703, 1016.60156
1.8609978, 1.2029141, 0.5763383, -15.625, 30.761719, 1023.4375
1.8707705, 1.2031037, 0.5778738, -35.64453, 31.25, 1014.64844
1.8786025, 1.2024982, 0.5765477, -24.414063, 28.808594, 1027.3438
1.8807007, 1.2041271, 0.5744587, -27.34375, 30.761719, 1028.8086
1.885893, 1.2040477, 0.569465, -35.15625, 27.34375, 1040.0391
1.8925954, 1.2031798, 0.5684495, -36.132813, 30.273438, 1046.3867
1.8963645, 1.2041501, 0.5666862, -16.113281, 35.64453, 1018.0664
1.9040796, 1.2014498, 0.5667991, -33.203125, 29.785156, 1045.8984
1.9108236, 1.1990979, 0.5661946, -28.808594, 24.414063, 1036.6211
1.9141195, 1.2015053, 0.56209624, -33.203125, 34.179688, 1032.2266
1.9176745, 1.2025692, 0.55918986, -27.34375, 10.253906, 1041.0156
1.923779, 1.2010485, 0.5564375, -20.019531, 17.089844, 1038.0859
1.9301515, 1.2003832, 0.5556503, -37.109375, 19.042969, 1038.0859
1.9330173, 1.2003458, 0.55246603, -33.203125, 22.949219, 1038.0859
1.9340696, 1.2030185, 0.5495418, -35.15625, 22.460938, 1032.2266
1.9383276, 1.1989639, 0.551632, -32.714844, 22.949219, 1035.6445
1.9374849, 1.2027847, 0.5477538, -22.460938, 25.878906, 1035.1563
1.9371563, 1.2051029, 0.5476078, -26.367188, 21.972656, 1025.3906
1.9391767, 1.2016202, 0.5458183, -26.367188, 24.414063, 1034.668
1.9408547, 1.1999235, 0.5493805, -29.785156, 11.71875, 1020.9961
1.9399177, 1.2009603, 0.548912, -27.34375, 34.179688, 1028.8086
1.9371928, 1.2024105, 0.5500481, -31.738281, 10.253906, 1037.5977
1.934543, 1.2020102, 0.55458516, -25.390625, 17.578125, 1033.2031
1.9302245, 1.2006096, 0.550967, -38.085938, 22.460938, 1026.3672
1.9242399, 1.1990265, 0.55145925, -37.597656, 19.042969, 1027.832
1.9188933, 1.201824, 0.55080587, -41.015625, 12.207031, 1031.25
1.9169009, 1.1990865, 0.5547723, -32.226563, 14.6484375, 1026.8555
1.9096551, 1.1974245, 0.55197114, -37.109375, 25.390625, 1017.08984
1.9057665, 1.1979154, 0.5537518, -34.66797, 11.71875, 1012.6953
1.9007761, 1.1988024, 0.55394894, -35.15625, 15.136719, 1008.3008
1.893348, 1.1977618, 0.5531107, -26.367188, 31.738281, 1013.6719
1.8890735, 1.1980538, 0.55883604, -30.273438, 35.64453, 1010.7422
1.8850071, 1.1989971, 0.5591658, -35.15625, 13.183594, 1006.83594
1.8769023, 1.1969208, 0.55717546, -21.484375, 28.320313, 1003.41797
1.8685143, 1.2003877, 0.5562317, -37.597656, 26.855469, 1006.83594
1.8648398, 1.2003684, 0.5570611, -26.367188, 38.57422, 1016.1133
1.8598542, 1.201086, 0.56132907, -42.48047, 32.714844, 999.5117
1.8539562, 1.2020415, 0.5582239, -30.761719, 20.507813, 996.58203
1.8459933, 1.2014014, 0.55963993, -47.851563, 31.25, 1000.97656
1.8432463, 1.2003434, 0.56299007, -41.992188, 39.0625, 999.5117
1.8377128, 1.2034895, 0.5609636, -42.48047, 36.621094, 988.76953
1.8311915, 1.2065839, 0.56135666, -24.414063, 42.96875, 996.58203
1.8246006, 1.2072867, 0.56058985, -35.15625, 46.38672, 999.02344
1.823155, 1.2045672, 0.56317383, -28.320313, 31.25, 994.6289
1.820776, 1.2002106, 0.56621855, -42.96875, 53.222656, 988.76953
1.8156888, 1.2035303, 0.5664336, -30.761719, 42.96875, 988.28125
1.8164039, 1.2025257, 0.5664336, -29.296875, 42.48047, 978.5156
1.8171496, 1.199055, 0.57273453, -38.57422, 45.410156, 987.79297
1.8158597, 1.2007049, 0.5728545, -37.597656, 47.851563, 990.2344
1.8178531, 1.1948006, 0.5738323, -17.578125, 35.64453, 985.35156
1.8188308, 1.1972862, 0.5705973, -34.179688, 35.64453, 995.60547
1.8204461, 1.200059, 0.5728691, -27.34375, 45.898438, 988.28125
1.8253592, 1.1966217, 0.57335496, -26.367188, 46.875, 1000.4883
1.8287178, 1.1974589, 0.56628895, -31.738281, 36.132813, 993.65234
1.8342483, 1.1940776, 0.5700119, -32.714844, 36.132813, 994.1406
1.8414971, 1.189325, 0.57015926, -35.15625, 51.26953, 996.58203
1.8457409, 1.1906564, 0.56848574, -40.039063, 41.015625, 997.0703
1.8530409, 1.1893497, 0.5717575, -26.367188, 36.621094, 987.79297
1.862089, 1.18383, 0.5710629, -30.273438, 38.57422, 993.16406
1.8680708, 1.1843543, 0.57054806, -28.320313, 44.921875, 999.5117
1.8757689, 1.1867491, 0.5655259, -31.738281, 41.503906, 1012.6953
1.8853216, 1.1833509, 0.56681824, -39.0625, 46.38672, 1019.04297
1.8918259, 1.1853031, 0.56428313, -32.226563, 36.621094, 1010.2539
1.9034841, 1.1843989, 0.5633108, -28.320313, 36.132813, 1011.23047
1.9144013, 1.1829664, 0.5650242, -29.785156, 44.921875, 1014.16016
1.9222637, 1.181512, 0.56195194, -31.738281, 20.507813, 1018.5547
1.9349357, 1.1799998, 0.55954003, -36.132813, 30.761719, 1005.3711
1.9421134, 1.1791848, 0.55413127, -11.230469, 35.15625, 1004.39453
1.9473623, 1.1772013, 0.5502765, -22.460938, 26.855469, 1009.7656
1.9575168, 1.1757307, 0.5482847, -21.484375, 35.64453, 1007.8125
1.9634624, 1.1784408, 0.5442657, -26.367188, 24.902344, 1017.5781
1.9748911, 1.1724905, 0.5428313, -19.042969, 27.832031, 1015.625
1.9856777, 1.1664602, 0.54315215, -33.203125, 18.066406, 1020.9961
1.9941044, 1.1680814, 0.53926873, -29.296875, 20.507813, 1019.04297
2.005088, 1.1678691, 0.53875184, -32.226563, 21.484375, 1020.01953
2.0104554, 1.1650765, 0.53377074, -14.6484375, 22.460938, 1022.9492
2.0159853, 1.1653097, 0.53118765, -9.765625, 13.183594, 1014.64844
2.0238636, 1.1655043, 0.5317252, -29.785156, 6.3476563, 1021.4844
2.0326092, 1.1607585, 0.52969426, -16.113281, 3.4179688, 1022.46094
2.0377402, 1.1597528, 0.526016, -18.066406, 4.8828125, 1023.9258
2.042936, 1.1570045, 0.5291237, -20.507813, 12.207031, 1019.04297
2.0508096, 1.1540093, 0.527911, -23.925781, 5.859375, 1027.832
2.0545056, 1.1544104, 0.52628094, -25.878906, 8.7890625, 1023.4375
2.060769, 1.1509546, 0.526898, -16.113281, 8.7890625, 1028.8086
2.065987, 1.1470966, 0.52797824, -3.90625, 3.4179688, 1027.3438
2.0661676, 1.1458523, 0.526525, -12.207031, 11.71875, 1019.53125
2.0659502, 1.1451458, 0.52447796, -12.6953125, -0.9765625, 1032.2266
2.0667894, 1.1426661, 0.5262128, -20.996094, 20.019531, 1036.6211
2.0679991, 1.1388959, 0.5277249, -5.859375, 20.996094, 1023.9258
2.0680456, 1.1394457, 0.5260382, -19.042969, 16.113281, 1032.2266
2.062063, 1.1379861, 0.52400243, -12.207031, 18.066406, 1025.3906
2.0618057, 1.1334716, 0.5266502, -13.671875, 25.390625, 1018.0664
2.062556, 1.1303582, 0.5284882, -8.7890625, 4.8828125, 1018.0664
2.0573146, 1.1294785, 0.5277196, -21.972656, 16.113281, 1023.9258
2.0549088, 1.1245401, 0.53066117, -20.996094, 17.578125, 1028.8086
2.0523765, 1.1193736, 0.5335459, -28.808594, 28.320313, 1018.5547
2.0501673, 1.1172142, 0.53659093, -31.25, 8.7890625, 1014.16016
2.0427926, 1.1187658, 0.53363144, -23.4375, 18.066406, 1014.16016
2.0401614, 1.1139498, 0.5349424, -26.855469, 30.761719, 1030.7617
2.0365593, 1.1099876, 0.53761154, -25.878906, 27.34375, 1004.8828
2.0291798, 1.1101192, 0.5357032, -19.53125, 12.207031, 1017.08984
2.0249293, 1.1091661, 0.5395249, -27.34375, 28.808594, 1019.04297
2.0216045, 1.1082299, 0.5408242, -21.972656, 31.25, 1011.23047
2.0138867, 1.1074299, 0.5398736, -24.414063, 36.621094, 996.09375
2.0069559, 1.1046422, 0.53775877, -17.089844, 26.855469, 1005.8594
2.002932, 1.1027322, 0.54028994, -16.113281, 35.64453, 997.5586
1.9957606, 1.1010658, 0.54039294, -12.207031, 41.015625, 1003.90625
1.9897227, 1.0975857, 0.53774965, -23.4375, 40.039063, 991.6992
1.9885153, 1.0963879, 0.5383002, -14.6484375, 32.226563, 1002.4414
1.9867437, 1.0934695, 0.54107875, -23.4375, 39.55078, 984.8633
1.9822271, 1.0913429, 0.5399764, -16.113281, 46.38672, 999.02344
1.9826286, 1.0888882, 0.5414365, -25.878906, 32.714844, 1000
1.9805906, 1.087785, 0.54424113, -22.460938, 39.0625, 996.09375
1.9795389, 1.0879419, 0.5441766, -26.855469, 28.320313, 992.1875
1.9797883, 1.0805553, 0.5426897, -12.6953125, 44.433594, 998.0469
1.9782143, 1.0826789, 0.54140437, -28.320313, 33.691406, 997.5586
1.9789847, 1.08402, 0.5385889, -11.71875, 41.992188, 984.8633
1.9793439, 1.0873281, 0.53884405, -41.503906, 26.855469, 1005.8594
1.984108, 1.0869594, 0.5429095, -19.53125, 45.410156, 997.5586
1.9847713, 1.0832037, 0.5433299, -27.832031, 44.921875, 1001.46484
1.9892668, 1.0815225, 0.5411657, -26.367188, 50.78125, 1011.71875
1.9966357, 1.0790464, 0.5469499, -19.042969, 43.945313, 1010.7422
2.0030124, 1.0756661, 0.5478301, -18.066406, 42.96875, 1008.78906
2.00472, 1.0750908, 0.5471991, -14.160156, 43.945313, 1006.34766
2.0098693, 1.0735507, 0.549136, -31.738281, 39.0625, 1002.4414
2.0164826, 1.0685812, 0.55303854, -30.273438, 40.039063, 1008.3008
2.0195947, 1.0682478, 0.5513992, -29.785156, 30.273438, 1012.20703
2.027507, 1.06594, 0.55127674, -34.66797, 29.296875, 1013.6719
2.0310488, 1.0634675, 0.5536825, -29.296875, 38.085938, 1015.625
2.0341847, 1.0639007, 0.5511304, -38.085938, 40.527344, 1018.0664
2.0376468, 1.0651304, 0.55174524, -30.273438, 46.875, 1004.39453
2.0450501, 1.0620227, 0.55720985, -20.996094, 37.597656, 1018.5547
2.0508463, 1.0645496, 0.5561297, -29.296875, 42.48047, 1013.6719
2.0549746, 1.0684876, 0.5555209, -34.66797, 33.203125, 1011.71875
2.057988, 1.0717278, 0.55120397, -34.179688, 38.085938, 1007.8125
2.0662768, 1.069834, 0.5538971, -41.503906, 19.53125, 1006.34766
2.0686765, 1.0725605, 0.551572, -30.761719, 31.738281, 1013.6719
2.0684628, 1.072672, 0.5494444, -24.414063, 32.714844, 1002.4414
2.0748672, 1.0714579, 0.55121493, -14.6484375, 37.109375, 1006.34766
2.0805488, 1.0727798, 0.5510743, -28.320313, 31.738281, 1008.78906
2.083343, 1.0725532, 0.54509854, -19.53125, 34.179688, 1012.6953
2.0857742, 1.0716082, 0.54348433, -20.507813, 27.832031, 1005.3711
2.089607, 1.0700197, 0.541157, -21.972656, 24.902344, 1022.46094
2.0928178, 1.0690104, 0.54221445, -8.7890625, 22.949219, 997.5586
2.091753, 1.0715014, 0.5410165, -16.113281, 22.460938, 1013.6719
2.0925045, 1.0718277, 0.53707147, -13.671875, 26.855469, 1006.83594
2.0953183, 1.068143, 0.53964704, -20.507813, 22.460938, 1024.4141
2.1000097, 1.0672258, 0.5430389, 2.9296875, 35.15625, 1011.23047
2.101954, 1.0696172, 0.5420182, -18.554688, 22.460938, 1013.1836
2.101983, 1.0697429, 0.5417569, -19.53125, 35.15625, 1008.3008
2.1046069, 1.0653578, 0.54212916, -10.253906, 23.925781, 1007.3242
2.1068845, 1.0611337, 0.5478618, -17.089844, 12.207031, 1004.8828
2.1056037, 1.0612091, 0.5462421, -14.6484375, 26.367188, 1026.3672
2.1095982, 1.0589153, 0.5517789, -19.53125, 30.273438, 1024.9023
2.1123214, 1.0554008, 0.5529013, -23.925781, 30.273438, 1019.04297
2.110435, 1.0555706, 0.5552311, -24.414063, 31.738281, 1019.04297
2.1087136, 1.0528896, 0.5540934, -24.414063, 27.832031, 1015.1367
2.109174, 1.0492631, 0.5555325, -24.414063, 33.691406, 1017.08984
2.1088252, 1.0447205, 0.558203, -16.113281, 26.855469, 1008.78906
2.1045334, 1.042127, 0.5570585, -34.179688, 42.96875, 1016.60156
2.1005483, 1.0423532, 0.55801004, -27.34375, 22.949219, 1006.83594
2.100424, 1.0375817, 0.5593009, -12.6953125, 36.621094, 1025.8789
2.0977592, 1.035149, 0.55755526, -23.4375, 41.015625, 1022.46094
2.0911536, 1.0354207, 0.5579394, -33.691406, 27.832031, 1013.6719
2.0885444, 1.0293038, 0.56011385, -28.320313, 39.55078, 1026.3672
2.0828652, 1.0301232, 0.5591991, -27.832031, 39.55078, 1018.0664
2.078848, 1.0292077, 0.55838627, -31.25, 37.109375, 1010.7422
2.0754864, 1.0269636, 0.5599851, -21.972656, 44.921875, 1017.08984
2.071128, 1.0288833, 0.56204194, -25.878906, 44.433594, 1020.01953
2.0661752, 1.0289661, 0.56114143, -32.226563, 38.57422, 1005.3711
2.0607307, 1.0300568, 0.56056285, -17.089844, 39.0625, 1006.34766
2.0582588, 1.0264007, 0.5638336, -33.691406, 55.17578, 1006.83594
2.0518367, 1.0249695, 0.5651998, -29.785156, 41.992188, 1005.3711
2.0498943, 1.0216757, 0.564618, -23.4375, 50.78125, 1005.3711
2.0488815, 1.0180186, 0.5702068, -16.113281, 47.851563, 1010.2539
2.042624, 1.0175925, 0.5678401, -30.761719, 33.691406, 1001.9531
2.0420144, 1.0167859, 0.5691439, -24.414063, 47.851563, 1006.83594
2.0419157, 1.0149322, 0.5717765, -27.34375, 45.410156, 1005.8594
2.0406091, 1.0138925, 0.5673879, -21.484375, 34.66797, 998.0469
2.0376327, 1.0148561, 0.5699923, -28.320313, 44.433594, 999.5117
2.0375373, 1.0154665, 0.5716231, -17.578125, 36.621094, 1009.27734
2.0414588, 1.0127388, 0.57725304, -17.089844, 39.55078, 1000.97656
2.0405626, 1.013597, 0.5769956, -24.902344, 41.503906, 1004.39453
2.0389678, 1.0165871, 0.57567614, -19.042969, 47.851563, 1003.41797
2.0412583, 1.0133533, 0.57741815, -21.972656, 40.039063, 1010.7422
2.0415485, 1.0106556, 0.5779596, -14.6484375, 40.527344, 1010.7422
2.0397277, 1.0100982, 0.5802077, -30.273438, 38.57422, 997.5586
2.0372462, 1.0083054, 0.57693356, -15.136719, 39.0625, 1002.4414
2.0358448, 1.0038172, 0.5815449, -25.390625, 30.761719, 997.5586
2.0330746, 1.0030643, 0.57847536, -24.902344, 28.320313, 1002.4414
2.029589, 1.0009805, 0.5789555, -23.925781, 39.55078, 988.28125
2.0259602, 1.0020884, 0.5744035, -23.925781, 40.039063, 995.60547
2.0263276, 0.99566984, 0.5767428, -17.578125, 33.691406, 1000.97656
2.0221567, 0.9924053, 0.57771385, -18.554688, 34.179688, 998.0469
2.0224051, 0.9870947, 0.57920486, -24.414063, 30.761719, 1007.8125
2.0218616, 0.9820525, 0.5825882, -22.460938, 50.29297, 997.5586
2.0186946, 0.9821568, 0.5810806, -23.925781, 36.621094, 1000
2.0185878, 0.97902125, 0.58073115, -23.4375, 42.48047, 1000.4883
2.0212777, 0.97396195, 0.5827256, -24.414063, 41.503906, 1005.3711
2.0223706, 0.97578657, 0.5802832, -18.554688, 43.45703, 995.1172
2.0229084, 0.9764659, 0.5805851, -19.53125, 44.921875, 1001.46484
2.0270364, 0.97229946, 0.5820477, -27.832031, 25.390625, 1000.4883
2.0290291, 0.9714778, 0.57996047, -39.0625, 49.804688, 1000.97656
2.030243, 0.97125137, 0.5796072, -34.66797, 38.57422, 998.0469
2.0349796, 0.9689936, 0.58024305, -32.226563, 29.785156, 1005.3711
2.038518, 0.96311486, 0.5789991, -18.066406, 36.621094, 1015.625
2.040092, 0.9639894, 0.57519245, -26.855469, 50.29297, 1003.90625
2.0451891, 0.9563761, 0.5771999, -31.738281, 32.226563, 1012.6953
2.0525715, 0.9467983, 0.5789135, -25.878906, 51.757813, 1010.2539
2.0581748, 0.95036757, 0.5734733, -20.019531, 38.57422, 1015.625
2.0668683, 0.9423646, 0.57444566, -26.367188, 24.902344, 1012.6953
2.073006, 0.9372848, 0.5764757, -33.691406, 41.992188, 1019.04297
2.0759685, 0.93692034, 0.5724476, -17.578125, 37.597656, 1016.1133
2.0807462, 0.9360005, 0.57069236, -15.625, 30.761719, 1016.1133
2.0887725, 0.934571, 0.56999695, -17.578125, 45.410156, 1020.9961
2.0939355, 0.9353111, 0.5675477, -27.34375, 32.226563, 1023.4375
2.0973716, 0.936844, 0.56346333, -34.179688, 25.878906, 1029.2969
2.1020384, 0.9359422, 0.56299055, -22.949219, 26.855469, 1019.04297
2.1110325, 0.9335273, 0.5634564, -14.6484375, 39.55078, 1020.5078
2.1155226, 0.93466765, 0.5610943, -21.484375, 32.714844, 1024.4141
2.1192548, 0.9348787, 0.55738133, -18.554688, 38.57422, 1031.25
2.122894, 0.9360918, 0.5567513, -15.136719, 23.4375, 1030.7617
2.1275072, 0.93318826, 0.5583272, -34.179688, 25.878906, 1039.5508
2.1294482, 0.93451834, 0.5561203, -16.113281, 10.7421875, 1018.5547
2.1278057, 0.9330859, 0.5533031, -17.089844, 18.066406, 1034.1797
2.1310403, 0.928588, 0.55463815, -12.6953125, 20.507813, 1020.5078
2.1334562, 0.9287126, 0.5532864, -25.390625, 29.296875, 1035.1563
2.1320858, 0.92866224, 0.55155325, -9.277344, 20.507813, 1028.3203
2.1305895, 0.9272512, 0.54747176, -2.4414063, 21.484375, 1028.3203
2.1321135, 0.92537194, 0.5484348, -13.671875, 20.019531, 1026.8555
2.1346972, 0.924331, 0.5496523, -14.160156, 25.390625, 1034.1797
2.135449, 0.9245981, 0.54494387, -14.6484375, 18.554688, 1035.1563
2.1336737, 0.9216489, 0.5468841, -6.8359375, 11.71875, 1031.25
2.1352499, 0.91970706, 0.5470757, -14.6484375, 20.019531, 1024.9023
2.1355958, 0.9156644, 0.5519783, -3.4179688, 31.25, 1027.832
2.1359103, 0.9169124, 0.54783136, -4.8828125, 26.855469, 1021.4844
2.1343975, 0.91553384, 0.5478224, -11.230469, 17.089844, 1035.1563
2.1355836, 0.9097846, 0.55066687, -8.300781, 20.996094, 1022.46094
2.1350794, 0.9059503, 0.5544441, -20.019531, 37.597656, 1030.2734
2.1326668, 0.905524, 0.5580095, -11.230469, 24.902344, 1022.46094
2.1305523, 0.90661937, 0.5580952, -16.113281, 30.761719, 1026.3672
2.1330369, 0.9028739, 0.5609507, -6.8359375, 34.66797, 1023.9258
2.1334875, 0.9012728, 0.5660032, -18.066406, 29.296875, 1033.6914
2.1298554, 0.9016136, 0.56263393, -23.4375, 28.320313, 1034.1797
2.1287334, 0.89954895, 0.56422716, -25.878906, 37.597656, 1039.0625
2.13055, 0.90130997, 0.56501496, -19.042969, 19.042969, 1027.832
2.1301553, 0.90379, 0.56548464, -14.6484375, 39.55078, 1029.7852
2.126395, 0.90417004, 0.5659947, -28.808594, 29.296875, 1030.2734
2.1227086, 0.90782785, 0.56818175, -39.55078, 41.992188, 1030.2734
2.1222742, 0.9052114, 0.57306516, -43.45703, 49.804688, 1030.7617
2.120527, 0.9079503, 0.57216793, -20.996094, 40.527344, 1039.5508
2.1162374, 0.9101774, 0.57142234, -36.621094, 32.714844, 1032.2266
2.1118107, 0.9150211, 0.56841755, -28.808594, 33.691406, 1020.01953
2.1098702, 0.9150486, 0.57042205, -32.226563, 28.320313, 1012.6953
2.1028712, 0.9176337, 0.5721742, -27.832031, 35.15625, 1020.9961
2.0958886, 0.9234019, 0.56768894, -25.390625, 46.875, 1023.4375
2.0888827, 0.9245167, 0.5655843, -32.226563, 37.109375, 1005.8594
2.0849347, 0.9257378, 0.5650977, -22.460938, 30.273438, 1001.9531
2.0778954, 0.9276475, 0.5636847, -26.367188, 41.992188, 1010.7422
2.0731924, 0.9278994, 0.5682618, -7.8125, 42.96875, 1000
2.0696988, 0.9300535, 0.5682346, -20.019531, 26.855469, 1004.8828
2.0624096, 0.9299315, 0.56813145, -20.507813, 31.738281, 1007.8125
2.0581589, 0.9269088, 0.56651616, -19.042969, 34.66797, 1002.9297
2.0536468, 0.92649597, 0.56832105, -15.625, 23.4375, 981.9336
2.0443337, 0.92856765, 0.5676148, -15.136719, 30.273438, 991.21094
2.0409722, 0.9274216, 0.5654947, -14.6484375, 40.527344, 987.79297
2.0389624, 0.9253548, 0.56659454, -22.460938, 34.179688, 996.58203
2.03541, 0.91971797, 0.56741655, -9.277344, 30.273438, 984.375
2.0286398, 0.9225893, 0.5677743, -2.4414063, 36.132813, 995.1172
2.0256658, 0.9166696, 0.5726399, -15.136719, 47.36328, 986.8164
2.0258744, 0.91364354, 0.574632, -9.765625, 39.55078, 997.0703
2.0240777, 0.911818, 0.5756451, -16.601563, 56.152344, 1001.46484
2.024169, 0.90747124, 0.5769783, -8.7890625, 35.15625, 993.16406
2.025361, 0.90248996, 0.5811649, -22.949219, 38.085938, 995.1172
2.024931, 0.90130234, 0.58127713, -25.390625, 25.390625, 1001.9531
2.0301058, 0.8999405, 0.5870814, -23.4375, 41.503906, 1002.9297
2.0376327, 0.89861447, 0.5911262, -25.878906, 41.015625, 1007.3242
2.0423338, 0.9002252, 0.5923249, -28.808594, 39.55078, 1019.04297
2.0451784, 0.9014215, 0.5928241, -37.109375, 48.828125, 1004.39453
2.0517967, 0.8978124, 0.5978749, -23.925781, 39.55078, 1027.3438
2.0562856, 0.89967465, 0.5978259, -38.085938, 50.29297, 1022.46094
2.0605652, 0.9045223, 0.6009598, -39.55078, 41.503906, 1024.9023
2.0640354, 0.9083685, 0.5980163, -38.57422, 39.55078, 1019.04297
2.0715322, 0.90541756, 0.6024189, -32.226563, 47.851563, 1025.8789
2.0784633, 0.902112, 0.6021572, -34.179688, 53.710938, 1036.1328
2.0810385, 0.9068669, 0.5991865, -39.0625, 37.597656, 1026.3672
2.086615, 0.90762305, 0.59295774, -32.226563, 35.64453, 1028.8086
2.094677, 0.90638834, 0.5917956, -37.597656, 40.527344, 1020.01953
2.0993452, 0.9074811, 0.5890396, -43.945313, 45.898438, 1028.8086
2.1014454, 0.91068727, 0.5845854, -36.621094, 46.38672, 1022.46094
2.1070628, 0.9146203, 0.58114165, -41.015625, 54.19922, 1030.2734
2.1159651, 0.91612023, 0.58251494, -35.15625, 32.226563, 1029.7852
2.12078, 0.9201245, 0.5743893, -26.367188, 36.621094, 1031.25
2.1251743, 0.9273955, 0.5712984, -18.554688, 33.691406, 1032.2266
2.1327631, 0.92898434, 0.56988716, -27.34375, 20.996094, 1023.4375
2.1395159, 0.9325314, 0.5687206, -35.64453, 24.414063, 1037.1094
2.1419246, 0.939392, 0.56330335, -22.460938, 21.972656, 1029.2969
2.1467352, 0.9421031, 0.56134987, -27.832031, 20.019531, 1026.3672
2.15022, 0.947268, 0.55682456, -11.230469, 18.554688, 1040.5273
2.1536427, 0.9535123, 0.5518698, -13.671875, 14.160156, 1017.08984
2.1602159, 0.95486885, 0.5522704, -20.019531, 16.601563, 1024.9023
2.1660998, 0.9588544, 0.55020314, -11.71875, 11.71875, 1018.5547
2.1694078, 0.96525574, 0.5450073, -3.90625, 17.578125, 1016.60156
2.1710455, 0.97215414, 0.54236317, 2.9296875, 21.972656, 1017.5781
2.1744323, 0.9732448, 0.5415595, -1.953125, 7.8125, 1012.6953
